Date,Crop,State,Price,Rainfall,Demand
2023-01-01,Wheat,Uttar Pradesh,2324.656189226904,25.234893958786852,620.7636737767679
2023-01-02,Wheat,Uttar Pradesh,2136.3638050027885,27.0355388991086,569.960550052775
2023-01-03,Wheat,Uttar Pradesh,2212.547515101638,39.37586108793674,691.6882068748235
2023-01-04,Wheat,Uttar Pradesh,2225.9716936066734,21.87338657721107,691.7045699163364
2023-01-05,Wheat,Uttar Pradesh,2296.935051987662,41.18621269498484,608.7004303260377
2023-01-06,Wheat,Uttar Pradesh,2172.3526299997657,2.241862884316548,573.2227789288335
2023-01-07,Wheat,Uttar Pradesh,2268.8328292277233,22.927785327184747,613.3119698235778
2023-01-08,Wheat,Uttar Pradesh,2273.2579364091644,6.2979966508047935,570.1781834731992
2023-01-09,Wheat,Uttar Pradesh,2153.59247328327,20.97698710108473,618.5594639366457
2023-01-10,Wheat,Uttar Pradesh,2134.508086204388,1.8609003091718812,601.6201532301186
2023-01-11,Wheat,Uttar Pradesh,2235.746092226483,44.39260865234319,638.826481773508
2023-01-12,Wheat,Uttar Pradesh,2275.8350172381256,7.941667779944334,527.1844082969784
2023-01-13,Wheat,Uttar Pradesh,2291.8175463927423,48.58300175335995,678.2879670746913
2023-01-14,Wheat,Uttar Pradesh,2317.276236980221,32.516635079552614,669.8888986190193
2023-01-15,Wheat,Uttar Pradesh,2182.2503953074433,9.236573171211226,697.9450176351158
2023-01-16,Wheat,Uttar Pradesh,2168.4232789209645,10.372439714230202,588.821758494026
2023-01-17,Wheat,Uttar Pradesh,2300.240280258876,36.419234719019634,593.2102921636805
2023-01-18,Wheat,Uttar Pradesh,2295.7342939835207,47.84186938044701,502.2866939771259
2023-01-19,Wheat,Uttar Pradesh,2337.635127144299,37.08488258446733,638.3550459567626
2023-01-20,Wheat,Uttar Pradesh,2295.594383170284,11.112373990529623,529.614862368877
2023-01-21,Wheat,Uttar Pradesh,2241.3850133078636,34.88567090377098,527.6582259571566
2023-01-22,Wheat,Uttar Pradesh,2256.2152178284214,5.858368253713431,596.7952482264961
2023-01-23,Wheat,Uttar Pradesh,2183.9348218964715,37.26694873731422,644.7394124842089
2023-01-24,Wheat,Uttar Pradesh,2183.9567643684018,33.623194465180156,559.0420469424806
2023-01-25,Wheat,Uttar Pradesh,2199.363105820279,37.37274874970635,666.3478007718679
2023-01-26,Wheat,Uttar Pradesh,2317.2440714566965,26.890703399303877,539.466667663355
2023-01-27,Wheat,Uttar Pradesh,2333.0576786940196,22.333164245774377,516.7336031031169
2023-01-28,Wheat,Uttar Pradesh,2255.253964011219,0.3253486221890922,690.1318175775715
2023-01-29,Wheat,Uttar Pradesh,2162.4437740182843,4.071925288351203,607.9948564846158
2023-01-30,Wheat,Uttar Pradesh,2297.8462058671294,7.660003010141997,543.7734163574113
2023-01-31,Wheat,Uttar Pradesh,2187.225125752754,26.698866154784685,617.5051068396699
2023-02-01,Wheat,Uttar Pradesh,2341.597297690091,43.12449180597176,582.0933357569894
2023-02-02,Wheat,Uttar Pradesh,2229.6293175035457,4.502177117647349,661.5325895092639
2023-02-03,Wheat,Uttar Pradesh,2264.468263089723,40.19247256655379,542.77202850763
2023-02-04,Wheat,Uttar Pradesh,2298.125722742476,44.85800232594778,593.2503331899616
2023-02-05,Wheat,Uttar Pradesh,2158.399922741868,16.43994720302786,504.2941529395409
2023-02-06,Wheat,Uttar Pradesh,2286.4719031645973,49.458266978218404,504.7813439012087
2023-02-07,Wheat,Uttar Pradesh,2198.9483212232635,11.667335618085312,604.9856802462876
2023-02-08,Wheat,Uttar Pradesh,2276.839298728105,21.435511305223027,628.0406123793736
2023-02-09,Wheat,Uttar Pradesh,2322.243387928164,5.333251163587693,665.3224019052217
2023-02-10,Wheat,Uttar Pradesh,2257.5373403313733,7.338695337757195,646.5189766441483
2023-02-11,Wheat,Uttar Pradesh,2341.3824290323682,19.614734367932424,558.0899220047763
2023-02-12,Wheat,Uttar Pradesh,2133.9618746347096,0.5114935367770135,607.9626857051874
2023-02-13,Wheat,Uttar Pradesh,2253.9428863018784,20.591112996198607,547.0242314464531
2023-02-14,Wheat,Uttar Pradesh,2312.6338420461684,1.2296938208403607,608.4914706156693
2023-02-15,Wheat,Uttar Pradesh,2244.636746526177,13.891012537597081,699.4417257705946
2023-02-16,Wheat,Uttar Pradesh,2297.1462347859447,19.115458214875858,543.5560985751841
2023-02-17,Wheat,Uttar Pradesh,2245.182312932585,36.05192653182362,587.1960647582038
2023-02-18,Wheat,Uttar Pradesh,2176.494911096185,33.930490594769374,504.36392502018515
2023-02-19,Wheat,Uttar Pradesh,2273.1953199142813,46.14260440560216,646.5970216460034
2023-02-20,Wheat,Uttar Pradesh,2242.1347245789702,33.646693021825286,634.5970365977935
2023-02-21,Wheat,Uttar Pradesh,2216.9270902649737,26.577727273351126,546.238396517572
2023-02-22,Wheat,Uttar Pradesh,2211.0842300511113,20.21323525409542,501.8586262786913
2023-02-23,Wheat,Uttar Pradesh,2191.7231799354354,37.77758939669681,581.8130016825094
2023-02-24,Wheat,Uttar Pradesh,2295.5871892701693,18.048813086989707,501.29732436815635
2023-02-25,Wheat,Uttar Pradesh,2324.214766098288,16.6746072467233,642.3002737095208
2023-02-26,Wheat,Uttar Pradesh,2272.6741659318413,32.07381495551419,535.4325539148115
2023-02-27,Wheat,Uttar Pradesh,2319.230589242698,10.976328294104636,558.5625664910025
2023-02-28,Wheat,Uttar Pradesh,2300.67544056799,10.546007439541588,694.0843150570403
2023-03-01,Wheat,Uttar Pradesh,2144.677130599634,27.127383943456557,602.897857999697
2023-03-02,Wheat,Uttar Pradesh,2262.7380394834095,41.21635653581842,646.175206348543
2023-03-03,Wheat,Uttar Pradesh,2255.522730624483,46.18303924080662,652.6565611990932
2023-03-04,Wheat,Uttar Pradesh,2230.361708545423,11.162684707068038,669.0982612131259
