Date,Price,Rainfall,Demand,Crop
2020-01-01,1133.6947520594777,13.192359227167284,541.6371332074601,Wheat
2020-01-02,1105.6977750759345,17.309622157711573,693.3112366358598,Wheat
2020-01-03,1126.1172681353132,27.764531125454962,577.0938135113848,Wheat
2020-01-04,1098.1801080196783,18.96482730129621,697.0868059869958,Wheat
2020-01-05,1074.8298039280294,23.077985410583775,649.4363608329679,Wheat
2020-01-06,1081.4917823163482,27.069542093079125,618.2152712923044,Wheat
2020-01-07,1106.432955609654,45.272896679685616,533.9542350912743,Wheat
2020-01-08,1118.8615541298016,44.05955868591015,673.9034167139914,Wheat
2020-01-09,1108.031157823181,28.764529566108273,613.4399243185728,Wheat
2020-01-10,1140.5572408850508,43.65603369984353,566.6045754415259,Wheat
2020-01-11,1092.6153192776255,14.509003392253007,602.2939854553363,Wheat
2020-01-12,1062.7726576159391,15.922908969069038,538.8499407651443,Wheat
2020-01-13,1090.4426063581877,2.835689043433043,596.4952666071658,Wheat
2020-01-14,1092.6862098075633,15.825189411470985,608.347902085754,Wheat
2020-01-15,1069.568615015282,49.8904274807156,580.1452348987783,Wheat
2020-01-16,1105.5771140608806,5.803430794630132,636.0198484481465,Wheat
2020-01-17,1118.6720910097347,18.30396911260022,503.1960477817636,Wheat
2020-01-18,1080.736614109172,4.268737437263065,635.3433491479504,Wheat
2020-01-19,1121.4772943540445,25.451889645998154,511.9576859118829,Wheat
2020-01-20,1128.647835701321,27.70703999048611,501.18176706032125,Wheat
2020-01-21,1112.7242330226975,28.492010883853897,673.1895545990769,Wheat
2020-01-22,1119.546640779404,1.1113172607197241,538.0769264100161,Wheat
2020-01-23,1066.442953943362,19.0485495995453,675.6448999521524,Wheat
2020-01-24,1071.986633941047,34.27249884496683,654.7548446829319,Wheat
2020-01-25,1075.0306467101184,18.266224360384314,540.3791236350929,Wheat
2020-01-26,1132.1324457839166,3.952171396257209,697.2133852251023,Wheat
2020-01-27,1144.8549180138546,47.84484854518106,582.1744471268247,Wheat
2020-01-28,1099.4573548398107,41.4478331153336,587.8259761938286,Wheat
2020-01-29,1145.602278672663,5.476922226040792,620.4999817799119,Wheat
2020-01-30,1087.33966400262,32.64853485697358,503.2111771935661,Wheat
2020-01-31,1114.5885766700544,44.21671724909707,665.6570824493359,Wheat
2020-02-01,1133.4560825462495,31.82314381402166,555.9720592595951,Wheat
2020-02-02,1066.0272447417203,35.95854595008422,601.4369332795981,Wheat
2020-02-03,1087.9094696476911,35.851133566432594,542.4565384044439,Wheat
2020-02-04,1140.0032801663535,33.05531003215606,595.8615162207379,Wheat
2020-02-05,1055.9920643455737,19.491427106274056,682.053429909305,Wheat
2020-02-06,1087.3781005495082,22.67918936138858,566.0121180522245,Wheat
2020-02-07,1054.9267321995494,48.68584281273479,689.4901749289843,Wheat
2020-02-08,1059.4856501969255,36.68338288884912,553.5041647543401,Wheat
2020-02-09,1131.3780319714538,47.48017231789387,648.5521875486336,Wheat
2020-02-10,1075.0728875899704,16.354169243806027,599.6807479794163,Wheat
2020-02-11,1100.7122102791357,5.8652027161604225,641.8254881568181,Wheat
2020-02-12,1058.7272157520756,33.942221390538926,574.2488121465485,Wheat
2020-02-13,1064.3335170258379,23.041992984867367,618.753247731505,Wheat
2020-02-14,1129.1119116163197,0.048789662980269766,635.1479495100211,Wheat
2020-02-15,1122.7917718529602,31.190454963241905,561.6417825573453,Wheat
2020-02-16,1061.5941490402502,22.939819083357566,551.7909976871285,Wheat
2020-02-17,1078.1658194231684,49.060157126264784,502.68716544638767,Wheat
2020-02-18,1060.2964971878616,22.08881958635641,682.1652190956153,Wheat
2020-02-19,1148.7662710373245,14.001653087319688,544.3129540296936,Wheat
2020-02-20,1105.91703616257,13.031790192402177,567.0303347627569,Wheat
2020-02-21,1067.1859067660075,21.569317928741217,555.5229330680598,Wheat
2020-02-22,1111.2226324852627,26.877560728168227,542.0435610799489,Wheat
2020-02-23,1079.7212354349547,47.69798046604439,540.2153178186048,Wheat
2020-02-24,1063.4269062929718,42.25515794345666,604.5265637416128,Wheat
2020-02-25,1070.353376399982,49.833194375831674,532.0547925147177,Wheat
2020-02-26,1078.111481750235,10.752977744887115,642.3712986155213,Wheat
2020-02-27,1127.2894013482128,13.348826821920746,653.2180690163924,Wheat
